x_panel,y_panel,group
0.5050719518868751,0.5155902887633397,Community
0.43425832567200773,0.39767832313245455,Public Outdoor
0.44219361483232644,0.7530045236974263,Social Business
0.5361437866649156,0.5402293024168237,Social Business
0.5989093949741703,0.6758135436283741,Social Business
0.5214054034235182,0.529551519146265,Community
0.4064766045004816,0.5868091548964219,Social Business
0.3599682372384205,0.592130860797238,Public Outdoor
0.5126290769197094,0.5871754237288136,Baseline
0.3470393890640049,0.052214209824231084,Public Outdoor
0.11307115182558446,0.19206890458254877,Baseline
0.3247833519394099,0.7106185875706215,Baseline
0.1569235093249278,0.5852906716886379,Public Outdoor
0.6130286435075737,0.5518166917765224,Community
0.7197017599159443,0.48409074701820476,Social Business
0.7662431026179845,0.6010617969240427,Public Outdoor
0.5390681529638386,0.6508144271814187,Baseline
0.5327873642850889,0.5353567106089141,Social Business
0.5355394612993608,0.5363229284369115,Social Business
0.325125975177305,0.2454211064030133,Public Outdoor
0.5981185469748708,0.5916059110169491,Community
0.4764850713597759,0.38633515458254875,Community
0.7514074369582349,0.24717225360954176,Baseline
0.4353565701339638,0.5341210758003767,Public Outdoor
0.4424861548901147,0.49197174435028257,Baseline
0.7102053246213117,0.7193004472693032,Baseline
0.802666389764469,0.6910755116133083,Social Business
0.7884920869451011,0.7280239626490898,Baseline
0.36770320243411264,0.5934395613622098,Community
0.43507297522108396,0.8364172732266164,Community
0.5161739635320901,0.6531976396735719,Community
0.32192187855704407,0.7384215364092906,Community
0.7053049656334821,0.2883345409604521,Public Outdoor
0.5282348546537081,0.5552371884808538,Baseline
0.7091658874004027,0.23640011456371635,Community
0.22830285001313372,0.6192326239799122,Baseline
0.708730280842308,0.5357123179535468,Public Outdoor
0.616117305840119,0.7691444876020088,Public Outdoor
0.5258436345328781,0.6395991603892028,Social Business
0.5631748599071885,0.351517899403641,Community
0.4707733221696874,0.5785839657878218,Baseline
0.7168828988267226,0.6782181614877589,Social Business
0.43836055730671575,0.40776690285624617,Social Business
0.44864451011294987,0.523733491839297,Community
0.27781413514578407,0.8464480743879472,Baseline
0.4381712142106646,0.6642721971123666,Public Outdoor
0.23317242470011385,0.8061897685185185,Public Outdoor
0.4453211386918834,0.5312615662272443,Community
0.46929625251729273,0.6974308215630886,Public Outdoor
0.17851112533928729,0.7208315026679222,Baseline
0.5853374244812187,0.4569304323603265,Community
0.7505868838105244,0.6019419546453233,Public Outdoor
0.7581132661325628,0.6046799270244821,Public Outdoor
0.6918947388582436,0.511702107658506,Public Outdoor
0.36962470996410124,0.35674379865034533,Community
0.4346634226425007,0.6923782650659134,Community
0.15045546143069788,0.2374350086315129,Baseline
0.5217399767971281,0.5251355375078469,Community
